MI,ADA,LIQUOR,,BRAND NAME,PROOF,SIZE,PACK,    BASE , LICENSEE , MINIMUM , NEW/ 
,#,CODE,,,,IN ML,SIZE,    PRICE , PRICE , SHELF , CHNG 
,,,,,,,,,, PRICE ,
AMERICAN BLEND,,,,,,,,,,,
,,,,,,,,,,,
,221,11408,,COLVILLE,86.0,750,6, 17.84 , 16.94 , 19.97 ,
,221,17496,,COLVILLE SMALL BATCH,86.0,375,12, 10.67 , 10.15 , 11.96 ,
,321,15454,,COOPER'S CHASE BOURBON,80.0,750,6, 21.41 , 20.35 , 23.99 ,
,321,16010,,COOPER'S LEGACY BBN WHISKEY,100.0,750,6, 49.11 , 46.64 , 54.99 ,
,321,14296,,COPPER CITY BOURBON,90.0,750,6, 31.24 , 29.68 , 34.99 ,
MI,221,17074,,COPPERCRAFT BLEND OF STRAIGHT,100.0,750,12, 38.36 , 36.43 , 42.95 ,
MI,221,17075,,COPPERCRAFT STRAIGHT BBN-97,97.0,750,12, 44.62 , 42.37 , 49.96 ,
,221,17387,,CORNER CREEK KY STRAIGHT BBN,88.0,750,6, 24.99 , 23.74 , 27.99 ,
,221,6339,,CORNER CREEK RESERVE BOURBON,88.0,750,12, 23.20 , 22.05 , 25.99 ,
MI,141,16466,,DAVENPORT'S LIMITED RELEASE,84.0,750,12, 35.61 , 33.82 , 39.87 ,
,321,14430,,DAVID NICHOLSON RESERVE,100.0,750,12, 33.03 , 31.37 , 36.99 ,
,321,13278,,DAVID NICHOLSON 1843,100.0,750,12, 24.11 , 22.89 , 26.99 ,
MI,221,18058,,DETROIT CITY BOURBON SNGL BRRL,121.0,750,6, 44.62 , 42.37 , 49.96 , NEW 
MI,221,16407,,DETROIT CITY BUTCHER'S BOURBON,100.0,750,6, 44.62 , 42.37 , 49.96 ,
,321,16011,,DOUBLEDAY BOURBON,90.0,750,6, 40.16 , 38.16 , 44.99 ,
,321,16278,,DOUBLEDAY VARIETY 3PK,80.0,50,20, 17.86 , 16.95 , 19.99 ,
,321,73350,,"DOUBLEDAY BBN,WHSKY,VODKA 3PK",80.0,750,2, 89.28 , 84.81 , 99.99 ,
,221,17947,,DOUGLAS & TODD BOURBON WHISKEY,93.0,750,6, 35.70 , 33.92 , 39.99 , NEW 
,221,13921,,DUKE,88.0,750,12, 27.50 , 26.12 , 30.80 ,
,321,2645,,EAGLE RARE SINGLE BARREL-10 YR,90.0,375,12, 15.16 , 14.41 , 16.99 ,
,321,953,,EAGLE RARE SINGLE BARREL-10 YR,90.0,750,6, 28.57 , 27.13 , 31.99 ,
,321,2646,,EAGLE RARE SINGLE BARREL-10 YR,90.0,1750,3, 49.99 , 47.49 , 55.99 ,
,321,11742,,EAGLE RARE-17 YR,90.0,750,3, 89.28 , 84.81 , 99.99 , 10.00 
,221,8637,,EARLY TIMES,80.0,750,12, 10.70 , 10.17 , 11.99 ,
,221,8631,,EARLY TIMES,80.0,1000,12, 12.49 , 11.87 , 13.99 ,
,221,8638,,EARLY TIMES,80.0,1750,6, 23.20 , 22.05 , 25.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
STRAIGHT BOURBON (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,8633,,EARLY TIMES PL,80.0,375,24, 5.80 , 5.50 , 6.49 ,
,221,8647,,EARLY TIMES PL,80.0,750,12, 10.70 , 10.17 , 11.99 ,
,221,9849,,ELIJAH CRAIG BARREL PROOF,134.2,750,6, 53.57 , 50.88 , 59.99 ,
,221,17343,,ELIJAH CRAIG SMALL BATCH,94.0,375,12, 15.16 , 14.41 , 16.99 ,
,221,85136,,ELIJAH CRAIG SMALL BATCH,94.0,750,12, 26.78 , 25.44 , 29.99 ,
,221,11187,,ELIJAH CRAIG SMALL BATCH,94.0,1750,6, 51.78 , 49.19 , 57.99 ,
,221,73573,,ELIJAH CRAIG SM W/ICE MOLD-GL,94.0,750,6, 26.78 , 25.44 , 29.99 , NEW 
,221,12879,,ELIJAH CRAIG SNGL BARREL-18 YR,90.0,750,3, 116.07 , 110.26 , 129.99 ,
,321,959,,ELMER T. LEE,90.0,750,12, 33.91 , 32.23 , 37.99 ,
,221,8687,,EVAN WILLIAMS BLACK LABEL,86.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,98590,,EVAN WILLIAMS BLACK LABEL,86.0,1000,12, 15.62 , 14.82 , 17.48 ,
,221,8688,,EVAN WILLIAMS BLACK LABEL,86.0,1750,6, 26.78 , 25.44 , 29.99 ,
,221,5476,,EVAN WILLIAMS BLACK LABEL PL,86.0,50,120, 0.87 , 0.81 , 0.96 ,
,221,99276,,EVAN WILLIAMS BLACK LABEL PL,86.0,200,48, 4.01 , 3.81 , 4.49 ,
,221,95920,,EVAN WILLIAMS BLACK LABEL PL,86.0,375,24, 6.24 , 5.93 , 6.99 ,
,221,7207,,EVAN WILLIAMS CHERRY,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,8694,,EVAN WILLIAMS CHERRY PL,70.0,375,24, 6.24 , 5.93 , 6.99 ,
,221,8568,,EVAN WILLIAMS FIRE,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,6221,,EVAN WILLIAMS HONEY,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,7391,,EVAN WILLIAMS HONEY,70.0,1750,6, 26.78 , 25.44 , 29.99 ,
,221,6472,,EVAN WILLIAMS HONEY PL,70.0,50,120, 0.87 , 0.81 , 0.96 ,
,221,8695,,EVAN WILLIAMS HONEY PL,70.0,375,24, 6.24 , 5.93 , 6.99 ,
,221,7392,,EVAN WILLIAMS HONEY PL,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,73511,,EVAN WMS HONEY W/2-50ML & GL,70.0,750,6, 13.37 , 12.69 , 14.96 ,
,221,72771,,EVAN WMS HONEY/2-50ML & SHT GL,70.0,750,6, 13.37 , 12.69 , 14.96 ,
,221,8898,,EVAN WILLIAMS KENTUCKY CIDER,34.0,750,12, 11.40 , 10.84 , 12.78 ,
,221,13848,,EVAN WILLIAMS PEACH,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,221,73243,,EVAN WILLIAMS PEACH W/GL,70.0,750,6, 13.37 , 12.69 , 14.96 ,
,221,1218,,EVAN WILLIAMS SINGLE BARREL,86.6,750,6, 26.78 , 25.44 , 29.99 ,
,221,8899,,EVAN WILLIAMS WHITE BTTL BOND,100.0,750,12, 16.07 , 15.26 , 17.99 ,
,221,8897,,EVAN WILLIAMS 1783,86.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,1705,,EZRA BROOKS SOUR MASH,90.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,8717,,EZRA BROOKS SOUR MASH,90.0,750,12, 14.28 , 13.56 , 15.99 , (1.00)
,321,13740,,EZRA BROOKS SOUR MASH,90.0,1000,12, 16.07 , 15.26 , 17.99 ,
,321,94250,,EZRA BROOKS SOUR MASH,90.0,1750,6, 28.57 , 27.13 , 31.99 ,
,321,743,,EZRA BROOKS SOUR MASH PL,90.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,94140,,EZRA BROOKS SOUR MASH PL,90.0,375,24, 7.12 , 6.75 , 7.96 , 0.97 
,321,15407,,EZRA BROOKS SOUR MASH PL,90.0,750,12, 14.28 , 13.56 , 15.99 , (1.00)
,321,73587,,EZRA BROOKS W/50ML EZRA CREAM,90.0,750,12, 14.28 , 13.56 , 15.99 , NEW 
,321,73366,,EZRA BROOKS W/50ML EZRA RYE,90.0,750,12, 14.28 , 13.56 , 15.99 , (1.00)
,321,73367,,EZRA BROOKS W/50ML EZRA RYE,90.0,1750,6, 28.57 , 27.13 , 31.99 ,
,321,73537,,EZRA BROOKS W/50ML ST BRENDANS,90.0,1750,6, 28.57 , 27.13 , 31.99 , NEW 
,321,73103,,EZRA BROOKS/50ML RY ROOT BEER,90.0,750,12, 14.28 , 13.56 , 15.99 , (1.00)
,321,73104,,EZRA BROOKS/50ML RY ROOT BEER,90.0,1750,6, 28.57 , 27.13 , 31.99 ,
,321,13222,,FEW BOURBON WHISKEY,93.0,750,6, 44.62 , 42.37 , 49.96 ,
,221,84476,,FIGHTING COCK BBN,103.0,375,24, 7.98 , 7.58 , 8.94 ,
,221,84566,,FIGHTING COCK BBN,103.0,750,12, 16.51 , 15.68 , 18.49 ,
,221,86743,,FIGHTING COCK BBN PL,103.0,50,120, 0.87 , 0.81 , 0.96 ,
MI,221,11115,,FLAT LANDER'S BOURBON WHISKEY,90.0,750,12, 44.61 , 42.37 , 49.95 ,
,321,12338,,FORGED OAK-15 YR,90.5,750,6, 62.49 , 59.37 , 69.99 ,
,221,6522,,FOUR ROSES BOURBON,80.0,750,12, 17.88 , 17.00 , 20.04 ,
,221,73142,,"FOUR ROSES BBN/GL,STRAIN,SPOON",80.0,750,6, 17.88 , 17.00 , 20.04 ,
,221,6499,,FOUR ROSES SINGLE BARREL,100.0,750,6, 37.48 , 35.61 , 41.98 ,
,221,16736,,FOUR ROSES SM BATCH LT ED 2017,108.6,750,6, 133.91 , 127.23 , 149.99 ,
,221,6500,,FOUR ROSES SMALL BATCH,90.0,750,6, 28.57 , 27.13 , 31.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
STRAIGHT BOURBON (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,10864,,FOUR ROSES SNGL BL PRIVATE SEL,108.0,750,6, 55.00 , 52.25 , 61.60 ,
,221,16581,,FOUR ROSES 50TH AL YOUNG 2017,108.6,750,6, 133.91 , 127.23 , 149.99 ,
MI,141,16655,,FOX RIVER STRAIGHT BBN CASK,112.9,750,12, 58.91 , 55.98 , 65.99 ,
MI,141,16658,,FOX RIVER STRAIGHT BOURBON,102.5,750,12, 51.78 , 49.19 , 57.99 ,
,321,13864,,GENTRY CHARLESTON LOWLAND,90.0,750,12, 35.70 , 33.92 , 39.99 ,
,321,11747,,GEORGE T. STAGG,140.6,750,3, 89.28 , 84.81 , 99.99 , 10.00 
,321,17821,,GIANT BOURBON WHISKEY,80.0,750,12, 18.70 , 17.77 , 20.95 , NEW 
,321,18012,,GIANT SPECIAL RESERVE 91,91.0,750,12, 22.28 , 21.16 , 24.95 , NEW 
MI,141,12907,,GR TRAV DIST SMALL BATCH BBN,90.0,750,12, 48.19 , 45.79 , 53.98 ,
MI,321,17430,,GRAY SKIES MI STRT BBN WHISKEY,90.0,750,12, 31.24 , 29.68 , 34.99 ,
,321,93900,,HANCOCK'S RESERVE BBN,88.9,750,6, 49.11 , 46.64 , 54.99 ,
,221,87060,,HEAVEN HILL OLD STYLE BOURBON,80.0,750,12, 6.87 , 6.51 , 7.68 ,
,221,10452,,HENRY MCKENNA BOURBON,80.0,750,12, 10.70 , 10.17 , 11.99 ,
,221,10453,,HENRY MCKENNA BOURBON,80.0,1750,6, 22.32 , 21.20 , 24.99 ,
,221,1383,,HENRY MCKENNA SINGLE BARREL,100.0,750,6, 35.70 , 33.92 , 39.99 , 6.00 
,321,17711,,HIGH WEST AMERICAN PRAIRIE,92.0,375,12, 17.86 , 16.95 , 19.99 , NEW 
,321,12405,,HIGH WEST AMERICAN PRAIRIE,92.0,750,6, 33.03 , 31.37 , 36.99 ,
,321,16647,,HIGH WEST AMERICAN PRAIRIE LTD,92.0,750,6, 50.87 , 48.31 , 56.96 ,
,321,11004,,HIRSCH SMALL BATCH RESERVE,92.0,750,6, 32.11 , 30.49 , 35.95 ,
,141,16209,,HOTEL TANGO BRAVO BOURBON,90.0,750,6, 49.99 , 47.49 , 55.99 ,
,321,12985,,HUDSON BABY BBN WHISKEY,92.0,750,6, 48.20 , 45.80 , 53.99 ,
,321,12638,,I. W. HARPER,82.0,750,12, 26.78 , 25.44 , 29.99 ,
,321,12567,,I. W. HARPER-15 YR,86.0,750,6, 62.49 , 59.37 , 69.99 ,
,321,18075,,INFUSE BROKEN BARREL CASK,116.0,750,6, 34.38 , 32.68 , 38.52 , NEW 
,321,18076,,INFUSE SPIRITS BROKEN BARREL,95.0,750,6, 24.61 , 23.37 , 27.55 , NEW 
,221,11547,,J.R. EWING PRIVATE RESERVE,80.0,750,6, 31.24 , 29.68 , 34.99 ,
,321,16756,,JAMES HENRY BOURBON,90.0,750,6, 35.70 , 33.92 , 39.99 ,
,321,4071,,JEFFERSON'S,82.3,750,6, 31.24 , 29.68 , 34.99 ,
,321,16190,,JEFFERSON'S GS C-PICHON BARON,90.0,750,6, 116.07 , 110.26 , 129.99 ,
,321,16009,,JEFFERSON'S GS C-SUDUIRAUT SCF,90.0,750,6, 116.07 , 110.26 , 129.99 ,
,321,13680,,JEFFERSON'S OCEAN AGE CASK-112,112.0,750,6, 89.28 , 84.81 , 99.99 ,
,321,11039,,JEFFERSON'S OCEAN AGED AT SEA,90.0,750,6, 71.41 , 67.85 , 79.99 ,
,321,16986,,JEFFERSON'S PRES SELECT-16 YR,94.0,750,3, 178.56 , 169.62 , 199.98 ,
,321,4072,,JEFFERSON'S RESERVE,90.2,750,6, 49.11 , 46.64 , 54.99 ,
,321,13068,,JEFFERSON'S RSRV GROTH CASK,90.2,750,6, 71.41 , 67.85 , 79.99 ,
,321,17857,,JEFFERSON'S RSRV OLD RUM CASK,90.2,750,6, 71.41 , 67.85 , 79.99 , NEW 
,321,15155,,JEFFERSON'S RSV PRITCHARD HILL,90.2,750,6, 62.45 , 59.33 , 69.95 ,
,321,14747,,JEFFERSON'S WOOD EXPT COLL 5PK,92.0,200,6, 89.28 , 84.81 , 99.99 ,
,221,8630,,JESSE JAMES,80.0,750,12, 14.28 , 13.56 , 15.99 ,
,221,10903,,JESSE JAMES,80.0,1750,6, 28.57 , 27.13 , 31.99 ,
,221,17435,,JESSE JAMES AMERICA'S OUTLAW,80.0,1000,12, 16.95 , 16.11 , 18.99 ,
,221,17436,,JESSE JAMES AMERICAS OUTLAW PL,80.0,375,24, 8.03 , 7.62 , 8.99 ,
,321,85473,,JIM BEAM,80.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,9244,,JIM BEAM,80.0,100,48, 2.66 , 2.54 , 2.99 ,
,321,9247,,JIM BEAM,80.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,9241,,JIM BEAM,80.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,9248,,JIM BEAM,80.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,6855,,JIM BEAM (SQUARE),80.0,375,12, 8.91 , 8.48 , 9.99 , 2.03 
,321,9242,,JIM BEAM PL,80.0,200,48, 5.36 , 5.08 , 5.99 ,
,321,6854,,JIM BEAM PL,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,321,9257,,JIM BEAM PL,80.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,15914,,JIM BEAM PL,80.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,73349,,JIM BEAM PL W/100ML JB VANILLA,80.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,73237,,JIM BEAM PL W/50ML JB APPLE,80.0,200,24, 5.36 , 5.08 , 5.99 ,
,321,72930,,JIM BEAM PL W/50ML JB APPLE,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
STRAIGHT BOURBON (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,73108,,JIM BEAM W/FLASK,80.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,73290,,JIM BEAM W/WOOD CHIPS,80.0,750,6, 16.07 , 15.26 , 17.99 , (2.00)
,321,73543,,JIM BEAM W/100ML JB VANILLA,80.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,72867,,JIM BEAM W/2 GLS,80.0,750,6, 16.07 , 15.26 , 17.99 , (2.00)
,321,72868,,JIM BEAM W/50ML JB APPLE,80.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,12777,,JIM BEAM APPLE,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,12778,,JIM BEAM APPLE,70.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,12779,,JIM BEAM APPLE,70.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,12780,,JIM BEAM APPLE PL,70.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,12781,,JIM BEAM APPLE PL,70.0,100,48, 2.66 , 2.54 , 2.99 ,
,321,12782,,JIM BEAM APPLE PL,70.0,375,24, 8.91 , 8.48 , 9.99 ,
,321,14900,,JIM BEAM APPLE PL,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,73481,,JIM BEAM APPLE W/EARBUDS,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,73307,,JIM BEAM APPLE W/WOOD CHIPS,70.0,750,6, 16.07 , 15.26 , 17.99 , (2.00)
,321,73257,,JIM BEAM APPLE W/2 GLS,70.0,750,6, 16.07 , 15.26 , 17.99 , (2.00)
,321,73236,,JIM BEAM APPLE/50ML JIM BEAM,70.0,375,12, 8.91 , 8.48 , 9.99 ,
,321,17289,,JIM BEAM BLACK,86.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,15584,,JIM BEAM BLACK,86.0,375,12, 11.61 , 11.02 , 12.99 ,
,321,98636,,JIM BEAM BLACK,86.0,750,12, 22.32 , 21.20 , 24.99 , 2.00 
,321,4251,,JIM BEAM BLACK,86.0,1000,12, 28.57 , 27.13 , 31.99 ,
,321,98646,,JIM BEAM BLACK,86.0,1750,6, 44.62 , 42.37 , 49.96 ,
,321,73136,,JIM BEAM BLACK W/2 GLS,86.0,750,6, 22.32 , 21.20 , 24.99 , 2.00 
,321,7777,,JIM BEAM DEVIL'S CUT,90.0,50,60, 0.85 , 0.80 , 0.94 ,
,321,7874,,JIM BEAM DEVIL'S CUT,90.0,375,12, 11.61 , 11.02 , 12.99 ,
,321,7817,,JIM BEAM DEVIL'S CUT,90.0,750,12, 22.32 , 21.20 , 24.99 , 2.00 
,321,7818,,JIM BEAM DEVIL'S CUT,90.0,1750,6, 44.62 , 42.37 , 49.96 ,
,321,73199,,JIM BEAM DEVIL'S CUT W/SHOT GL,90.0,750,12, 22.32 , 21.20 , 24.99 , 2.00 
,321,16942,,JIM BEAM DISTILLER'S CUT,100.0,750,12, 22.32 , 21.20 , 24.99 ,
,321,11958,,JIM BEAM DISTILLERS MASTERPIEC,100.0,750,2, 178.57 , 169.63 , 199.99 ,
,321,14560,,JIM BEAM DOUBLE OAK,86.0,750,12, 22.32 , 21.20 , 24.99 , 2.00 
,321,14561,,JIM BEAM DOUBLE OAK,86.0,1000,12, 28.57 , 27.13 , 31.99 ,
,321,9864,,JIM BEAM HONEY,70.0,375,24, 8.91 , 8.48 , 9.99 ,
,321,9865,,JIM BEAM HONEY,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,9866,,JIM BEAM HONEY,70.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,10722,,JIM BEAM HONEY,70.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,9867,,JIM BEAM HONEY PL,70.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,12275,,JIM BEAM HONEY PL,70.0,100,48, 2.66 , 2.54 , 2.99 ,
,321,12580,,JIM BEAM HONEY PL,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,11570,,JIM BEAM KENTUCKY FIRE,70.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,11571,,JIM BEAM KENTUCKY FIRE,70.0,375,24, 8.91 , 8.48 , 9.99 ,
,321,11572,,JIM BEAM KENTUCKY FIRE,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,11573,,JIM BEAM KENTUCKY FIRE,70.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,12276,,JIM BEAM KENTUCKY FIRE PL,70.0,100,48, 2.66 , 2.54 , 2.99 ,
,321,12581,,JIM BEAM KENTUCKY FIRE PL,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,10494,,JIM BEAM MAPLE,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,10495,,JIM BEAM MAPLE PL,70.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,11037,,JIM BEAM SINGLE BARREL,95.0,750,6, 35.70 , 33.92 , 39.99 ,
,321,15916,,JIM BEAM VANILLA,70.0,100,48, 2.66 , 2.54 , 2.99 ,
,321,15915,,JIM BEAM VANILLA,70.0,750,12, 16.07 , 15.26 , 17.99 , (2.00)
,321,15917,,JIM BEAM VANILLA,70.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,15918,,JIM BEAM VANILLA,70.0,1750,6, 35.70 , 33.92 , 39.99 , 5.00 
,321,15919,,JIM BEAM VANILLA PL,70.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,15920,,JIM BEAM VANILLA PL,70.0,200,48, 5.36 , 5.08 , 5.99 ,
,321,15921,,JIM BEAM VANILLA PL,70.0,375,24, 8.91 , 8.48 , 9.99 ,
,321,14973,,JIM BEAM VARIETY 6PK,70.0,50,12, 5.36 , 5.08 , 5.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
STRAIGHT BOURBON (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,16712,,JOHN B. STETSON BOURBON,84.0,750,12, 14.29 , 13.57 , 16.00 , (3.99)
,321,16748,,JOSEPH MAGNUS STRAIGHT BBN,100.0,750,6, 82.50 , 78.37 , 92.40 ,
,321,89283,,KNOB CREEK BBN,100.0,50,60, 4.45 , 4.23 , 4.99 ,
,321,98826,,KNOB CREEK BBN,100.0,375,12, 17.86 , 16.95 , 19.99 ,
,321,84840,,KNOB CREEK BBN,100.0,750,6, 26.78 , 25.44 , 29.99 , (5.00)
,321,4204,,KNOB CREEK BBN,100.0,1000,6, 40.16 , 38.16 , 44.99 ,
,321,95670,,KNOB CREEK BBN,100.0,1750,6, 58.03 , 55.12 , 64.99 ,
,321,72922,,KNOB CREEK BBN W/2 GLS,100.0,750,6, 26.78 , 25.44 , 29.99 , (5.00)
,321,7480,,KNOB CREEK SINGLE BARREL RESER,120.0,750,6, 44.62 , 42.37 , 49.96 ,
,321,10614,,KNOB CREEK SMOKED MAPLE,90.0,750,6, 26.78 , 25.44 , 29.99 , (5.00)
,321,14058,,KNOB CREEK 2001 LIMITED ED,100.0,750,6, 116.07 , 110.26 , 129.99 ,
,321,15840,,KNOB CREEK 25TH ANNIVERSARY,125.0,750,6, 116.07 , 110.26 , 129.99 ,
,221,13850,,LARCENY,92.0,50,120, 1.78 , 1.69 , 1.99 ,
,221,13760,,LARCENY,92.0,750,6, 24.11 , 22.89 , 26.99 ,
,221,13761,,LARCENY,92.0,1000,6, 30.36 , 28.83 , 33.99 ,
,221,13849,,LARCENY,92.0,1750,6, 44.62 , 42.37 , 49.96 ,
,321,15171,,LAZY GUY SIDE TRACK BOURBON,90.0,750,6, 32.12 , 30.50 , 35.96 ,
,321,14072,,LEADSLINGERS BOURBON WHISKEY,80.0,750,6, 31.24 , 29.68 , 34.99 ,
,321,9260,,LEXINGTON,86.0,750,6, 24.99 , 23.74 , 27.99 ,
MI,141,17814,,LONG ROAD STRAIGHT BOURBON,93.0,750,12, 40.16 , 38.16 , 44.99 , NEW 
,321,14261,,LUSTY CLAW,90.0,750,6, 49.11 , 46.64 , 54.99 ,
,321,913,,MAKER'S MARK BBN,90.0,200,24, 8.03 , 7.62 , 8.99 ,
,321,1411,,MAKER'S MARK BBN,90.0,375,12, 16.07 , 15.26 , 17.99 ,
,321,9307,,MAKER'S MARK BBN,90.0,750,12, 24.11 , 22.89 , 26.99 , (3.00)
,321,9301,,MAKER'S MARK BBN,90.0,1000,12, 35.70 , 33.92 , 39.99 ,
,321,97346,,MAKER'S MARK BBN,90.0,1750,6, 53.57 , 50.88 , 59.99 ,
,321,9008,,MAKER'S MARK BBN PL,90.0,50,60, 2.32 , 2.20 , 2.59 ,
,321,13291,,MAKER'S MARK/MAKER'S 46 2PK,90.0,375,6, 35.70 , 33.92 , 39.99 ,
,321,12516,,MAKER'S MARK CASK STRENGTH,113.2,375,12, 26.78 , 25.44 , 29.99 ,
,321,12517,,MAKER'S MARK CASK STRENGTH,113.2,750,6, 44.62 , 42.37 , 49.96 ,
,321,16399,,MAKER'S MARK PRIVATE SELECT,110.0,750,6, 62.49 , 59.37 , 69.99 ,
,321,13290,,MAKER'S 46,94.0,375,12, 17.86 , 16.95 , 19.99 ,
,321,6857,,MAKER'S 46,94.0,750,6, 35.70 , 33.92 , 39.99 ,
,321,73377,,MAKER'S 46 W/2 GLS,94.0,750,6, 35.70 , 33.92 , 39.99 ,
MI,321,17843,,MAMMOTH BORROWED TIME BOURBON,100.0,750,12, 62.49 , 59.37 , 69.99 , NEW 
MI,221,14033,,MAYOR PINGREE BLACK LABEL,100.0,750,12, 80.36 , 76.33 , 89.99 ,
MI,221,9987,,MAYOR PINGREE RED LABEL,90.0,750,12, 44.62 , 42.37 , 49.96 ,
MI,221,14171,,MAYOR PINGREE SINGLE BARREL,100.0,750,12, 80.36 , 76.33 , 89.99 ,
,221,99136,,MCCORMICK OLD STYLE BBN,80.0,1000,12, 9.37 , 8.89 , 10.48 ,
,321,13025,,MEDLEY BROS BOURBON,102.0,750,12, 19.61 , 18.62 , 21.95 ,
,321,10853,,MICHTER'S BOURBON,91.4,750,6, 36.58 , 34.74 , 40.96 ,
,321,10854,,MICHTER'S BOURBON-10 YR,94.4,750,3, 90.75 , 86.21 , 101.64 ,
,321,10855,,MICHTER'S BOURBON-20 YR,114.2,750,1, 458.70 , 435.77 , 513.75 ,
,321,17137,,MICHTER'S-25YR LTD RELEASE BBN,116.2,750,1, 641.85 , 609.75 , 718.86 ,
,141,18205,,MR PEABODY BOURBON WHISKEY,90.0,750,12, 17.86 , 16.95 , 19.99 , NEW 
MI,321,17442,,NEW HOLLAND BEER BARREL BBN,80.0,375,24, 16.07 , 15.26 , 17.99 ,
MI,321,9344,,NEW HOLLAND BEER BARREL BBN,80.0,750,12, 26.78 , 25.44 , 29.99 ,
MI,321,73070,,NEW HOLLAND BEER BARREL W/GLS,80.0,750,6, 26.78 , 25.44 , 29.99 ,
MI,321,18300,,NEW HOLLAND BEER BRRL BBN SNGL,100.0,750,12, 35.70 , 33.92 , 39.99 , NEW 
,221,17143,,NOT YOUR FATHER'S BOURBON,86.0,750,6, 24.99 , 23.74 , 27.99 ,
,321,5409,,OLD CHARTER-8 YR,80.0,750,12, 16.95 , 16.11 , 18.99 ,
,321,9527,,OLD CROW,80.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,90095,,OLD CROW,80.0,1000,12, 11.61 , 11.02 , 12.99 ,
,321,9528,,OLD CROW,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,7016,,OLD CROW PL,80.0,375,12, 4.89 , 4.66 , 5.49 ,
,321,90476,,OLD CROW PL,80.0,750,12, 8.91 , 8.48 , 9.99 ,
,,,,,,,,,,,
STRAIGHT BOURBON (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,17373,,OLD ELK STRAIGHT BBN WHISKEY,88.0,750,6, 44.62 , 42.37 , 49.96 , (0.04)
,321,91696,,OLD EZRA-7 YR,101.0,750,12, 22.32 , 21.20 , 24.99 ,
,221,17508,,OLD FITZGERALD BIB-11 YR,100.0,750,3, 98.21 , 93.30 , 110.00 ,
,221,1158,,OLD FORESTER BIRTHDAY BBN 2017,96.0,750,6, 89.28 , 84.81 , 99.99 , 20.00 
,221,12317,,OLD FORESTER MINT JULEP,60.0,1000,12, 24.99 , 23.74 , 27.99 ,
,221,13531,,OLD FORESTER SINGLE BARREL-90,90.0,750,6, 40.16 , 38.16 , 44.99 ,
,221,15594,,OLD FORESTER STATESMAN,95.0,750,6, 49.11 , 46.64 , 54.99 ,
